metric,value,run_id
stage,MAPGEN-018,brandenburg_1756_georef_20260813
base_commit_mapgen017,2761d1501f6c1f3f7c37692e90f3edd7d75cd9f3,brandenburg_1756_georef_20260813
outcome,PARTIAL,brandenburg_1756_georef_20260813
bnf_copy_state,COPY_CATALOGUED_1751_WITH_1751_PRIVILEGE,brandenburg_1756_georef_20260813
bnf_copy_state_confidence,MEDIUM,brandenburg_1756_georef_20260813
bnf_gcps_total,18,brandenburg_1756_georef_20260813
bnf_fit,13,brandenburg_1756_georef_20260813
bnf_holdout,5,brandenburg_1756_georef_20260813
bnf_meridians,6,brandenburg_1756_georef_20260813
bnf_parallels,3,brandenburg_1756_georef_20260813
bnf_transform,AFFINE,brandenburg_1756_georef_20260813
bnf_fit_rms_m,59.9,brandenburg_1756_georef_20260813
bnf_holdout_rms_m,60.1,brandenburg_1756_georef_20260813
bnf_holdout_max_m,77.0,brandenburg_1756_georef_20260813
bnf_gcp_p50_m,60.0,brandenburg_1756_georef_20260813
bnf_gcp_p90_m,74.8,brandenburg_1756_georef_20260813
bnf_gcp_p95_m,77.4,brandenburg_1756_georef_20260813
bnf_gcp_max_m,79.6,brandenburg_1756_georef_20260813
bnf_quadrant_max_residual_m,"{'NW': 62.1, 'NE': 73.9, 'SW': 73.6, 'SE': 79.6}",brandenburg_1756_georef_20260813
bnf_independent_check,Berlin,brandenburg_1756_georef_20260813
bnf_independent_residual_km,9.28,brandenburg_1756_georef_20260813
bnf_prime_meridian,FERRO_20W_OF_PARIS,brandenburg_1756_georef_20260813
bnf_pixel_scale_m_per_px,67.3,brandenburg_1756_georef_20260813
brandenburg_uncertainty_km,9.282,brandenburg_1756_georef_20260813
saxony_uncertainty_km_not_inherited,9.168,brandenburg_1756_georef_20260813
blha_objects_audited,2,brandenburg_1756_georef_20260813
blha_verified_at_source,0,brandenburg_1756_georef_20260813
blha_acquired,0,brandenburg_1756_georef_20260813
blha_gcps,0,brandenburg_1756_georef_20260813
political_evidence_candidates,2,brandenburg_1756_georef_20260813
political_evidence_obtained,0,brandenburg_1756_georef_20260813
continuity_segments,6,brandenburg_1756_georef_20260813
continuity_confirmed,0,brandenburg_1756_georef_20260813
cross_source_samples,0,brandenburg_1756_georef_20260813
constituents_audited,7,brandenburg_1756_georef_20260813
new_production_features,0,brandenburg_1756_georef_20260813
authorised_snapshot_features,0,brandenburg_1756_georef_20260813
new_hex_membership_rows,0,brandenburg_1756_georef_20260813
brandenburg_controlled,0,brandenburg_1756_georef_20260813
brandenburg_unresolved,0,brandenburg_1756_georef_20260813
saxony_controlled,695,brandenburg_1756_georef_20260813
saxony_unresolved,731,brandenburg_1756_georef_20260813
saxe_weimar_controlled,0,brandenburg_1756_georef_20260813
saxe_weimar_unresolved,96,brandenburg_1756_georef_20260813
schwarzburg_wash_unresolved,89,brandenburg_1756_georef_20260813
canonical_rows_before,1614,brandenburg_1756_georef_20260813
canonical_rows_after,1614,brandenburg_1756_georef_20260813
canonical_rows_changed,0,brandenburg_1756_georef_20260813
promotion_conflicts,0,brandenburg_1756_georef_20260813
brandenburg_coverage_status,GEOREFERENCED,brandenburg_1756_georef_20260813
coverage_complete_units,0,brandenburg_1756_georef_20260813
validation_pass,30/30,brandenburg_1756_georef_20260813
