metric,value,run_id
stage,MAPGEN-020,brandenburg_dual_source_20260814
base_commit_mapgen019,5a6af5790f5f6ecd2b2bb3a345ba5f77104b37c0,brandenburg_dual_source_20260814
outcome,PARTIAL,brandenburg_dual_source_20260814
segments,7,brandenburg_dual_source_20260814
subsegments,12,brandenburg_dual_source_20260814
political_continuous,11,brandenburg_dual_source_20260814
boundary_confirmed,6,brandenburg_dual_source_20260814
archival_cases,5,brandenburg_dual_source_20260814
segment_correction,seg_swedish_pomerania -> NOT_A_FRONTIER_IN_1756,brandenburg_dual_source_20260814
blha_points,24,brandenburg_dual_source_20260814
blha_rejected_candidates,2,brandenburg_dual_source_20260814
blha_fit,15,brandenburg_dual_source_20260814
blha_model,5,brandenburg_dual_source_20260814
blha_blind,4,brandenburg_dual_source_20260814
blha_model_selected,AFFINE,brandenburg_dual_source_20260814
blha_blind_median_km,9.119,brandenburg_dual_source_20260814
blha_blind_p90_km,12.551,brandenburg_dual_source_20260814
blha_blind_max_km,12.612,brandenburg_dual_source_20260814
blha_uncertainty_km,12.555,brandenburg_dual_source_20260814
bnf_uncertainty_km,17.228,brandenburg_dual_source_20260814
blha_prime_meridian,EMPIRICAL_PLATE_OFFSET,brandenburg_dual_source_20260814
blha_meridian_offset,-22.528363,brandenburg_dual_source_20260814
blha_ferro_km,328.047,brandenburg_dual_source_20260814
bnf_prime_meridian,FERRO_20W_OF_PARIS,brandenburg_dual_source_20260814
components,10,brandenburg_dual_source_20260814
components_in,7,brandenburg_dual_source_20260814
components_out,3,brandenburg_dual_source_20260814
bnf_digitisation,NO_POLYGON_PRODUCED,brandenburg_dual_source_20260814
blha_digitisation,NOT_ATTEMPTED,brandenburg_dual_source_20260814
inset_status,INSET_GEOMETRY_GAP,brandenburg_dual_source_20260814
cross_source,NOT_MEASURABLE_NO_POLYGONS,brandenburg_dual_source_20260814
new_production_features,0,brandenburg_dual_source_20260814
authorised_snapshot_features,0,brandenburg_dual_source_20260814
new_hex_membership_rows,0,brandenburg_dual_source_20260814
brandenburg_controlled,0,brandenburg_dual_source_20260814
brandenburg_unresolved,0,brandenburg_dual_source_20260814
saxony_controlled,695,brandenburg_dual_source_20260814
canonical_rows_before,1614,brandenburg_dual_source_20260814
canonical_rows_after,1614,brandenburg_dual_source_20260814
canonical_rows_changed,0,brandenburg_dual_source_20260814
coverage_status,GEOREFERENCED_VALIDATED,brandenburg_dual_source_20260814
coverage_control_status,UNASSESSED,brandenburg_dual_source_20260814
validation_pass,39/39,brandenburg_dual_source_20260814
