metric,value,run_id
stage,MAPGEN-027,portugal_recovery_1756_20260816
outcome,ACCEPTABLE,portugal_recovery_1756_20260816
mapgen026_outcome_restated,ACCEPTABLE_PRODUCTION_WITH_FOLLOWUP_GAPS,portugal_recovery_1756_20260816
nonterrestrial_hexes_audited,345,portugal_recovery_1756_20260816
fragments_produced,345,portugal_recovery_1756_20260816
fragments_controlled,9,portugal_recovery_1756_20260816
fragments_unresolved,336,portugal_recovery_1756_20260816
fragment_land_km2,1266.31,portugal_recovery_1756_20260816
mixed_component_hexes,139,portugal_recovery_1756_20260816
max_components_in_one_hex,103,portugal_recovery_1756_20260816
other_component_km2_left_unowned,18.879,portugal_recovery_1756_20260816
algarve_decision,PART_OF_POL_PORTUGAL,portugal_recovery_1756_20260816
algarve_axes_examined,8,portugal_recovery_1756_20260816
spain_pre_snapshot_source,gaceta_de_madrid_1756_07_27_num30,portugal_recovery_1756_20260816
portugal_pre_snapshot_source,colleccao_leis_decretos_alvaras_jose_i_tomo_i,portugal_recovery_1756_20260816
larger_scale_source,vaugondy_1762_carte_du_royaume_de_portugal_uc,portugal_recovery_1756_20260816
larger_scale_source_status,PRELIMINARY_NOT_A_GEOREFERENCE,portugal_recovery_1756_20260816
larger_scale_source_rights,CC BY 4.0,portugal_recovery_1756_20260816
corridors_examined,9,portugal_recovery_1756_20260816
corridors_bridged,9,portugal_recovery_1756_20260816
portugal_safe_km2_v1_3857,1642.6,portugal_recovery_1756_20260816
portugal_safe_km2_v2_3857,5479.5,portugal_recovery_1756_20260816
positional_uncertainty_km,34.61,portugal_recovery_1756_20260816
spain_controlled,5431,portugal_recovery_1756_20260816
spain_controlled_rows,5439,portugal_recovery_1756_20260816
spain_fragments,8,portugal_recovery_1756_20260816
spain_controlled_before,5431,portugal_recovery_1756_20260816
portugal_controlled,124,portugal_recovery_1756_20260816
portugal_controlled_before,26,portugal_recovery_1756_20260816
portugal_hexes,123,portugal_recovery_1756_20260816
portugal_fragments,1,portugal_recovery_1756_20260816
portugal_gain_algarve_and_corridors,97,portugal_recovery_1756_20260816
portugal_gain_frag,1,portugal_recovery_1756_20260816
unresolved_in_iberia,17434,portugal_recovery_1756_20260816
rows_inserted,947,portugal_recovery_1756_20260816
rows_revised,68,portugal_recovery_1756_20260816
canonical_rows_before,75629,portugal_recovery_1756_20260816
canonical_rows_after,76576,portugal_recovery_1756_20260816
canonical_controlled_after,58073,portugal_recovery_1756_20260816
canonical_unresolved_after,18503,portugal_recovery_1756_20260816
terrestrial_hex_rows,73216,portugal_recovery_1756_20260816
land_fragment_rows,3359,portugal_recovery_1756_20260816
validation_pass,46/46,portugal_recovery_1756_20260816
