metric,value,run_id
stage,MAPGEN-026,iberian_mainland_1756_20260816
outcome,FULL,iberian_mainland_1756_20260816
specified_source,IGN/CNIG 1755 Carte d'Espagne signatura 13-C-69,iberian_mainland_1756_20260816
specified_source_status,UNAVAILABLE_UPSTREAM_503_403_NOSUCHKEY,iberian_mainland_1756_20260816
adopted_source,"Le Rouge, Atlas nouveau portatif, Paris 1756, plate Espagne et Portugal (Polona / Wikimedia Commons, Public Domain Mark 1.0)",iberian_mainland_1756_20260816
observed_correspondences,34,iberian_mainland_1756_20260816
observed_minimum,24,iberian_mainland_1756_20260816
observed_target,32,iberian_mainland_1756_20260816
rejected_candidates,18,iberian_mainland_1756_20260816
fit_points,21,iberian_mainland_1756_20260816
model_selection_points,8,iberian_mainland_1756_20260816
blind_points,5,iberian_mainland_1756_20260816
transform_model,POLYNOMIAL_2,iberian_mainland_1756_20260816
best_holdout_rms_km,24.67,iberian_mainland_1756_20260816
blind_rms_km,15.6,iberian_mainland_1756_20260816
blind_p95_km,23.3,iberian_mainland_1756_20260816
unseen_p95_km,34.61,iberian_mainland_1756_20260816
positional_uncertainty_km,34.61,iberian_mainland_1756_20260816
prime_meridian,EMPIRICAL_PLATE_OFFSET,iberian_mainland_1756_20260816
prime_meridian_offset_deg,-18.2633,iberian_mainland_1756_20260816
province_cells_traced,17,iberian_mainland_1756_20260816
cells_owned,12,iberian_mainland_1756_20260816
cells_leaked,2,iberian_mainland_1756_20260816
cells_deferred,3,iberian_mainland_1756_20260816
hexes_with_iberian_land,22368,iberian_mainland_1756_20260816
controlled_hexes,5457,iberian_mainland_1756_20260816
unresolved_hexes,16593,iberian_mainland_1756_20260816
not_produced_hexes,318,iberian_mainland_1756_20260816
spain_controlled,5431,iberian_mainland_1756_20260816
portugal_controlled,26,iberian_mainland_1756_20260816
canonical_rows_before,53579,iberian_mainland_1756_20260816
canonical_rows_after,75629,iberian_mainland_1756_20260816
canonical_controlled_after,57967,iberian_mainland_1756_20260816
canonical_unresolved_after,17662,iberian_mainland_1756_20260816
terrestrial_hex_rows,72614,iberian_mainland_1756_20260816
land_fragment_rows,3014,iberian_mainland_1756_20260816
special_cases_withheld,GIBRALTAR|ANDORRA|LLIVIA|OLIVENZA|COUTO_MISTO|CEUTA,iberian_mainland_1756_20260816
validation_pass,44/44,iberian_mainland_1756_20260816
