metric,value,run_id
stage,MAPGEN-024,coastal_audit_1756_20260815
base_commit_mapgen023,83a6b689695c8653c06ec0404ba5394187a7fe85,coastal_audit_1756_20260815
outcome,FULL_AUDIT_NO_PRODUCTION,coastal_audit_1756_20260815
baseline_source,reviews/MAPGEN-023/summary.csv (committed),coastal_audit_1756_20260815
canonical_rows_before,50565,coastal_audit_1756_20260815
canonical_rows_after,50565,coastal_audit_1756_20260815
canonical_controlled_before,49496,coastal_audit_1756_20260815
canonical_controlled_after,49496,coastal_audit_1756_20260815
canonical_unresolved_before,1069,coastal_audit_1756_20260815
canonical_unresolved_after,1069,coastal_audit_1756_20260815
landmasses_audited,7,coastal_audit_1756_20260815
hexes_audited,54987,coastal_audit_1756_20260815
gap_hexes,3014,coastal_audit_1756_20260815
gap_km2,5644.3,coastal_audit_1756_20260815
gap_mixed_unaudited,456,coastal_audit_1756_20260815
gozo_withheld_pct,29.667,coastal_audit_1756_20260815
stage_conclusion,C_ARCHITECTURAL_GAP,coastal_audit_1756_20260815
recommended_model,C_LAND_BEARING_HEX_NEW_TARGET_TYPE,coastal_audit_1756_20260815
land_threshold_unchanged,0.5,coastal_audit_1756_20260815
legacy_blob_decision,LEGACY_HISTORY_DEBT_NO_REWRITE,coastal_audit_1756_20260815
largest_tracked_file_mb,23.44,coastal_audit_1756_20260815
tracked_files_over_25mb,0,coastal_audit_1756_20260815
tracked_files_over_50mb,0,coastal_audit_1756_20260815
preview_controlled_drawn,49494,coastal_audit_1756_20260815
preview_unknown_terrestrial,812233,coastal_audit_1756_20260815
preview_controlled_share_pct,5.736,coastal_audit_1756_20260815
validation_pass,42/42,coastal_audit_1756_20260815
great_britain_produced,20310,coastal_audit_1756_20260815
great_britain_withheld,1094,coastal_audit_1756_20260815
great_britain_withheld_km2,2268.174,coastal_audit_1756_20260815
great_britain_withheld_pct,1.037,coastal_audit_1756_20260815
ireland_produced,7520,coastal_audit_1756_20260815
ireland_withheld,558,coastal_audit_1756_20260815
ireland_withheld_km2,1216.342,coastal_audit_1756_20260815
ireland_withheld_pct,1.456,coastal_audit_1756_20260815
sicily_produced,1305,coastal_audit_1756_20260815
sicily_withheld,128,coastal_audit_1756_20260815
sicily_withheld_km2,453.211,coastal_audit_1756_20260815
sicily_withheld_pct,1.782,coastal_audit_1756_20260815
sardinia_produced,1308,coastal_audit_1756_20260815
sardinia_withheld,130,coastal_audit_1756_20260815
sardinia_withheld_km2,463.509,coastal_audit_1756_20260815
sardinia_withheld_pct,1.945,coastal_audit_1756_20260815
iceland_produced,18341,coastal_audit_1756_20260815
iceland_withheld,1089,coastal_audit_1756_20260815
iceland_withheld_km2,1187.027,coastal_audit_1756_20260815
iceland_withheld_pct,1.156,coastal_audit_1756_20260815
malta_produced,12,coastal_audit_1756_20260815
malta_withheld,9,coastal_audit_1756_20260815
malta_withheld_km2,36.424,coastal_audit_1756_20260815
malta_withheld_pct,14.77,coastal_audit_1756_20260815
gozo_produced,3,coastal_audit_1756_20260815
gozo_withheld,6,coastal_audit_1756_20260815
gozo_withheld_km2,19.589,coastal_audit_1756_20260815
