metric,value,run_id
stage,MAPGEN-017,brandenburg_1756_acquisition_20260813
base_commit_mapgen016,ff9bfed8899cade9ae5b696a6e1f5c78d0f5effb,brandenburg_1756_acquisition_20260813
outcome,PARTIAL,brandenburg_1756_acquisition_20260813
zollmann_final_status,DEFERRED_AFTER_BOUNDED_ATTEMPT,brandenburg_1756_acquisition_20260813
map_works_registered,2,brandenburg_1756_acquisition_20260813
physical_copies_registered,4,brandenburg_1756_acquisition_20260813
bnf_copy_id,copy_bnf_ge_dd_2987_3790,brandenburg_1756_acquisition_20260813
bnf_shelfmark,GE DD-2987 (3790); ark:/12148/btv1b53041280v,brandenburg_1756_acquisition_20260813
bnf_catalogued_copy_date,1751,brandenburg_1756_acquisition_20260813
bnf_plate_date,1751,brandenburg_1756_acquisition_20260813
bnf_represented_political_date,UNVERIFIED,brandenburg_1756_acquisition_20260813
bnf_copy_state,EARLY_IMPRESSION_WITH_1751_PRIVILEGE,brandenburg_1756_acquisition_20260813
bnf_raster_acquired,YES,brandenburg_1756_acquisition_20260813
bnf_raster_pixels,7941x6135,brandenburg_1756_acquisition_20260813
bnf_raster_sha256,485bc0a430837879d28db06f165334d6ff883777f8c0ef6f403dd26975051264,brandenburg_1756_acquisition_20260813
bnf_licence_verified,YES,brandenburg_1756_acquisition_20260813
bnf_graticule_present,YES,brandenburg_1756_acquisition_20260813
bnf_georeferenced,NO,brandenburg_1756_acquisition_20260813
bnf_gcps,0,brandenburg_1756_acquisition_20260813
ksiaznica_copy_state,COPY_STATE_NOT_ESTABLISHED,brandenburg_1756_acquisition_20260813
rumsey_copy_issue,1757 Atlas Universel,brandenburg_1756_acquisition_20260813
vaugondy_lineage_status,SHARED_ATLAS_LINEAGE,brandenburg_1756_acquisition_20260813
vaugondy_corroboration_eligible,NO,brandenburg_1756_acquisition_20260813
blha_source,"Lotter ca.1758, Mappa Geographica exhibens Electoratum Brandenburgensem (BLHA)",brandenburg_1756_acquisition_20260813
blha_acquired,NO,brandenburg_1756_acquisition_20260813
blha_lineage,PARTIALLY_INDEPENDENT,brandenburg_1756_acquisition_20260813
blha_plate_family,GERMAN_SEUTTER_LOTTER_AUGSBURG,brandenburg_1756_acquisition_20260813
continuity_segments_defined,6,brandenburg_1756_acquisition_20260813
continuity_segments_confirmed,0,brandenburg_1756_acquisition_20260813
continuity_segments_unresolved,6,brandenburg_1756_acquisition_20260813
cross_source_samples,0,brandenburg_1756_acquisition_20260813
brandenburg_uncertainty_km,NOT_DERIVED,brandenburg_1756_acquisition_20260813
new_production_features,0,brandenburg_1756_acquisition_20260813
authorised_snapshot_features,0,brandenburg_1756_acquisition_20260813
new_hex_membership_rows,0,brandenburg_1756_acquisition_20260813
brandenburg_controlled,0,brandenburg_1756_acquisition_20260813
brandenburg_unresolved,0,brandenburg_1756_acquisition_20260813
saxony_controlled,695,brandenburg_1756_acquisition_20260813
saxony_unresolved,731,brandenburg_1756_acquisition_20260813
saxe_weimar_controlled,0,brandenburg_1756_acquisition_20260813
saxe_weimar_unresolved,96,brandenburg_1756_acquisition_20260813
schwarzburg_wash_unresolved,89,brandenburg_1756_acquisition_20260813
canonical_rows_before,1614,brandenburg_1756_acquisition_20260813
canonical_rows_after,1614,brandenburg_1756_acquisition_20260813
canonical_rows_changed,0,brandenburg_1756_acquisition_20260813
promotion_conflicts,0,brandenburg_1756_acquisition_20260813
coverage_units,54,brandenburg_1756_acquisition_20260813
coverage_complete_units,0,brandenburg_1756_acquisition_20260813
brandenburg_coverage_source_status,SOURCE_ACQUIRED,brandenburg_1756_acquisition_20260813
validation_pass,33/33,brandenburg_1756_acquisition_20260813
