metric,value,run_id
stage,MAPGEN-015,central_europe_1756_precision_20260813
base_commit_mapgen014,d8745d017e6bfc98c746f93d9c5143b9ca005349,central_europe_1756_precision_20260813
outcome,PARTIAL_B,central_europe_1756_precision_20260813
saxony_targets,1426,central_europe_1756_precision_20260813
saxony_controlled_before,1096,central_europe_1756_precision_20260813
saxony_controlled_after,695,central_europe_1756_precision_20260813
saxony_unresolved_before,330,central_europe_1756_precision_20260813
saxony_unresolved_after,731,central_europe_1756_precision_20260813
saxe_weimar_controlled,0,central_europe_1756_precision_20260813
saxe_weimar_unresolved,96,central_europe_1756_precision_20260813
schwarzburg_wash_unresolved,89,central_europe_1756_precision_20260813
authorised_candidate_scope_controlled_before,1096,central_europe_1756_precision_20260813
authorised_candidate_scope_controlled_after,695,central_europe_1756_precision_20260813
authorised_candidate_scope_unresolved_before,426,central_europe_1756_precision_20260813
authorised_candidate_scope_unresolved_after,827,central_europe_1756_precision_20260813
depiction_level_corroborations,1,central_europe_1756_precision_20260813
measured_boundary_corroborations,0,central_europe_1756_precision_20260813
measured_boundary_sample_count,0,central_europe_1756_precision_20260813
measured_boundary_pairs,0,central_europe_1756_precision_20260813
local_uncertainty_zones,0,central_europe_1756_precision_20260813
global_uncertainty_km,9.168,central_europe_1756_precision_20260813
iiif_views_audited,2,central_europe_1756_precision_20260813
iiif_native_f1,5751x4431,central_europe_1756_precision_20260813
iiif_native_f2,5721x4441,central_europe_1756_precision_20260813
local_raster_is_native_maximum,YES,central_europe_1756_precision_20260813
text_anchor_candidates,14,central_europe_1756_precision_20260813
text_anchors_clear,5,central_europe_1756_precision_20260813
text_anchors_ambiguous,3,central_europe_1756_precision_20260813
text_anchors_unreadable,6,central_europe_1756_precision_20260813
graticule_numerals_read,1,central_europe_1756_precision_20260813
rectification_edges_measured,8,central_europe_1756_precision_20260813
rectification_edges_reliable,2,central_europe_1756_precision_20260813
scan_rotation_deg_f1,-0.4102,central_europe_1756_precision_20260813
scan_rotation_deg_f2,-0.1994,central_europe_1756_precision_20260813
rectification_transform_applied,NONE,central_europe_1756_precision_20260813
georeference_route,A_ATTEMPTED_THEN_ABANDONED,central_europe_1756_precision_20260813
gcps_accepted_1747,0,central_europe_1756_precision_20260813
gcps_rejected_1747,0,central_europe_1756_precision_20260813
sheets_georeferenced,0,central_europe_1756_precision_20260813
sheet_seam_status,NOT_MEASURABLE_NO_GEOREFERENCE,central_europe_1756_precision_20260813
polities_total,71,central_europe_1756_precision_20260813
scenario_polities_total,71,central_europe_1756_precision_20260813
relationships_total,51,central_europe_1756_precision_20260813
weimar_eisenach_model,TWO_DISTINCT_ACTORS_IN_PERSONAL_UNION,central_europe_1756_precision_20260813
canonical_rows,1614,central_europe_1756_precision_20260813
canonical_controlled,697,central_europe_1756_precision_20260813
canonical_unresolved,917,central_europe_1756_precision_20260813
canonical_rows_changed_this_stage,0,central_europe_1756_precision_20260813
validation_pass,33/33,central_europe_1756_precision_20260813
