metric,value,run_id
stage,MAPGEN-014,central_europe_1756_revision_20260813
base_commit_mapgen013,5eff1643982ccc8954dbeced216f7ed71053c9dd,central_europe_1756_revision_20260813
sources_acquired,1,central_europe_1756_revision_20260813
sources_registered_total,22,central_europe_1756_revision_20260813
lineage_rows,4,central_europe_1756_revision_20260813
corroboration_eligible_sources,2,central_europe_1756_revision_20260813
independent_boundary_corroborations,1,central_europe_1756_revision_20260813
corroboration_insufficient_overlap,1,central_europe_1756_revision_20260813
corroboration_unresolved,1,central_europe_1756_revision_20260813
uncertainty_km,9.168,central_europe_1756_revision_20260813
uncertainty_km_superseded,2.975,central_europe_1756_revision_20260813
polities_total,70,central_europe_1756_revision_20260813
scenario_polities_total,70,central_europe_1756_revision_20260813
active_territorial_actors,52,central_europe_1756_revision_20260813
relationships_total,49,central_europe_1756_revision_20260813
production_features,2,central_europe_1756_revision_20260813
rejected_features,1,central_europe_1756_revision_20260813
hex_membership_rows,1530,central_europe_1756_revision_20260813
canonical_rows_before,1614,central_europe_1756_revision_20260813
canonical_rows_after,1614,central_europe_1756_revision_20260813
canonical_rows_revised,401,central_europe_1756_revision_20260813
canonical_rows_inserted,0,central_europe_1756_revision_20260813
canonical_rows_unchanged,1121,central_europe_1756_revision_20260813
controlled_to_unresolved,401,central_europe_1756_revision_20260813
unresolved_to_controlled,0,central_europe_1756_revision_20260813
controller_changes,401,central_europe_1756_revision_20260813
saxony_controlled_before,1096,central_europe_1756_revision_20260813
saxony_controlled_after,695,central_europe_1756_revision_20260813
saxony_unresolved_before,426,central_europe_1756_revision_20260813
saxony_unresolved_after,827,central_europe_1756_revision_20260813
second_revision_changed_rows,0,central_europe_1756_revision_20260813
prior_conflict_hexes,4,central_europe_1756_revision_20260813
prior_conflicts_explicitly_unresolved,4,central_europe_1756_revision_20260813
canonical_controlled_total,697,central_europe_1756_revision_20260813
canonical_unresolved_total,917,central_europe_1756_revision_20260813
provenance_rows,490,central_europe_1756_revision_20260813
revision_log_rows,401,central_europe_1756_revision_20260813
promotions_superseded,1,central_europe_1756_revision_20260813
overlay_only_decisions,0,central_europe_1756_revision_20260813
validation_pass,34/34,central_europe_1756_revision_20260813
