metric,value,run_id
stage,MAPGEN-021,british_isles_1756_20260815
base_commit_mapgen020,aaca77371a20f7720f3913dd111fbc2f4b78b893,british_isles_1756_20260815
outcome,FULL,british_isles_1756_20260815
gb_landmass_ground_km2,218685.0,british_isles_1756_20260815
ie_landmass_ground_km2,83552.5,british_isles_1756_20260815
excluded_components,38,british_isles_1756_20260815
isle_of_man,EXCLUDED / HISTORICAL_AUTHORITY_NOT_GREAT_BRITAIN_1756,british_isles_1756_20260815
evidence_rows,6,british_isles_1756_20260815
authorised_snapshot_features,4,british_isles_1756_20260815
hexes_evaluated,27964,british_isles_1756_20260815
gb_membership_rows,20396,british_isles_1756_20260815
ie_membership_rows,7568,british_isles_1756_20260815
gb_controlled,20310,british_isles_1756_20260815
gb_unresolved,86,british_isles_1756_20260815
ie_controlled,7520,british_isles_1756_20260815
ie_unresolved,48,british_isles_1756_20260815
held_back_mixed_component,134,british_isles_1756_20260815
gb_ie_cooccurring_hexes,0,british_isles_1756_20260815
canonical_rows_before,1614,british_isles_1756_20260815
canonical_rows_after,29578,british_isles_1756_20260815
canonical_controlled_after,28527,british_isles_1756_20260815
canonical_unresolved_after,1051,british_isles_1756_20260815
canonical_rows_added,27964,british_isles_1756_20260815
saxony_controlled,695,british_isles_1756_20260815
brandenburg_controlled,0,british_isles_1756_20260815
coverage_gb,TERRITORY_PARTIAL,british_isles_1756_20260815
coverage_ie,TERRITORY_PARTIAL,british_isles_1756_20260815
validation_pass,33/33,british_isles_1756_20260815
