metric,value,run_id
stage,MAPGEN-016,central_europe_1756_expansion_20260813
base_commit_mapgen015,a47ce5d7cddbfe7a764e0d1fcf61b3d6a337d0cb,central_europe_1756_expansion_20260813
outcome,PARTIAL,central_europe_1756_expansion_20260813
zollmann_route,B_FEATURE_POINT,central_europe_1756_expansion_20260813
zollmann_candidate_windows,9,central_europe_1756_expansion_20260813
zollmann_symbols_identified,2,central_europe_1756_expansion_20260813
zollmann_gcps_accepted,1,central_europe_1756_expansion_20260813
zollmann_gcps_rejected,8,central_europe_1756_expansion_20260813
zollmann_fit_count,0,central_europe_1756_expansion_20260813
zollmann_holdout_count,0,central_europe_1756_expansion_20260813
zollmann_sheets_georeferenced,0,central_europe_1756_expansion_20260813
zollmann_final_status,GEOREFERENCE_EXHAUSTED_FOR_CURRENT_SCAN,central_europe_1756_expansion_20260813
zollmann_seam_status,NOT_MEASURABLE_NO_GEOREFERENCE,central_europe_1756_expansion_20260813
measured_weimar_corroboration_samples,0,central_europe_1756_expansion_20260813
weimar_eisenach_model,TWO_DISTINCT_ACTORS_IN_PERSONAL_UNION,central_europe_1756_expansion_20260813
weimar_eisenach_basis,DIRECT_TERRITORIAL_STATEMENT_IEG,central_europe_1756_expansion_20260813
weimar_eisenach_constitutional_gap,1809_CONSTITUTION_NOT_OBTAINED,central_europe_1756_expansion_20260813
brandenburg_sources_identified,2,central_europe_1756_expansion_20260813
brandenburg_rasters_acquired,0,central_europe_1756_expansion_20260813
brandenburg_licence_verified,0,central_europe_1756_expansion_20260813
brandenburg_continuity_status,NOT_ESTABLISHED,central_europe_1756_expansion_20260813
brandenburg_gcps,0,central_europe_1756_expansion_20260813
brandenburg_uncertainty_km,NOT_DERIVED,central_europe_1756_expansion_20260813
new_production_features,0,central_europe_1756_expansion_20260813
authorised_snapshot_features,0,central_europe_1756_expansion_20260813
new_hex_membership_rows,0,central_europe_1756_expansion_20260813
brandenburg_controlled,0,central_europe_1756_expansion_20260813
brandenburg_unresolved,0,central_europe_1756_expansion_20260813
saxony_controlled,695,central_europe_1756_expansion_20260813
saxony_unresolved,731,central_europe_1756_expansion_20260813
saxe_weimar_controlled,0,central_europe_1756_expansion_20260813
saxe_weimar_unresolved,96,central_europe_1756_expansion_20260813
schwarzburg_wash_unresolved,89,central_europe_1756_expansion_20260813
canonical_rows_before,1614,central_europe_1756_expansion_20260813
canonical_rows_after,1614,central_europe_1756_expansion_20260813
canonical_rows_changed,0,central_europe_1756_expansion_20260813
promotion_conflicts,0,central_europe_1756_expansion_20260813
global_uncertainty_km,9.168,central_europe_1756_expansion_20260813
coverage_units,54,central_europe_1756_expansion_20260813
coverage_complete_units,0,central_europe_1756_expansion_20260813
validation_pass,29/29,central_europe_1756_expansion_20260813
