metric,value,run_id
stage,MAPGEN-022,mediterranean_1756_20260815
base_commit_mapgen021,9ad43bf966469109563d4823144146149a027726,mediterranean_1756_20260815
outcome,FULL,mediterranean_1756_20260815
baseline_source,reviews/MAPGEN-021/summary.csv (committed),mediterranean_1756_20260815
baseline_canonical_rows,29578,mediterranean_1756_20260815
baseline_controlled,28527,mediterranean_1756_20260815
baseline_gb_controlled,20310,mediterranean_1756_20260815
baseline_ie_controlled,7520,mediterranean_1756_20260815
sicily_landmass_ground_km2,25437.0,mediterranean_1756_20260815
sicily_landmass_projected_km2,40582.0,mediterranean_1756_20260815
sardinia_landmass_ground_km2,23833.1,mediterranean_1756_20260815
sardinia_landmass_projected_km2,40775.0,mediterranean_1756_20260815
excluded_components,43,mediterranean_1756_20260815
corsica_result,EXCLUDED / SEPARATE_CONTESTED_POLITY_NOT_SARDINIA,mediterranean_1756_20260815
evidence_rows,8,mediterranean_1756_20260815
authorised_snapshot_features,6,mediterranean_1756_20260815
hexes_evaluated,2615,mediterranean_1756_20260815
sicily_membership_rows,1305,mediterranean_1756_20260815
sardinia_membership_rows,1310,mediterranean_1756_20260815
sicily_controlled,1305,mediterranean_1756_20260815
sicily_unresolved,0,mediterranean_1756_20260815
sardinia_controlled,1308,mediterranean_1756_20260815
sardinia_unresolved,2,mediterranean_1756_20260815
held_back_mixed_component,2,mediterranean_1756_20260815
sicily_sardinia_cooccurring_hexes,0,mediterranean_1756_20260815
canonical_rows_before,29578,mediterranean_1756_20260815
canonical_rows_after,32193,mediterranean_1756_20260815
canonical_rows_added,2615,mediterranean_1756_20260815
canonical_controlled_after,31140,mediterranean_1756_20260815
canonical_unresolved_after,1053,mediterranean_1756_20260815
gb_controlled,20310,mediterranean_1756_20260815
ie_controlled,7520,mediterranean_1756_20260815
saxony_controlled,695,mediterranean_1756_20260815
brandenburg_controlled,0,mediterranean_1756_20260815
naples_controlled,0,mediterranean_1756_20260815
area_residual_sicily_pct,-1.07,mediterranean_1756_20260815
area_residual_sardinia_pct,-1.07,mediterranean_1756_20260815
geometry_simplified,NO,mediterranean_1756_20260815
geometry_duplicated_as_wkt,NO,mediterranean_1756_20260815
coverage_sicily,TERRITORY_PARTIAL,mediterranean_1756_20260815
coverage_sardinia,TERRITORY_PARTIAL,mediterranean_1756_20260815
validation_pass,38/38,mediterranean_1756_20260815
