metric,value,run_id
stage,MAPGEN-019,brandenburg_georef_rebuild_20260813
base_commit_mapgen018r,bdc3f8868292e5634e20d7a98d50dab6868cc9e3,brandenburg_georef_rebuild_20260813
outcome,SUBSTANTIAL,brandenburg_georef_rebuild_20260813
georeference_status,GEOREFERENCED_VALIDATED,brandenburg_georef_rebuild_20260813
directly_observed_2d_correspondences,33,brandenburg_georef_rebuild_20260813
mapgen018r_observed_correspondences,5,brandenburg_georef_rebuild_20260813
production_fit_gcps,20,brandenburg_georef_rebuild_20260813
n_fit,20,brandenburg_georef_rebuild_20260813
n_model,6,brandenburg_georef_rebuild_20260813
n_blind,6,brandenburg_georef_rebuild_20260813
n_excluded,1,brandenburg_georef_rebuild_20260813
zones_covered,"NE:8, NW:6, SE:4, SW:10, centre:5",brandenburg_georef_rebuild_20260813
model_selected,AFFINE,brandenburg_georef_rebuild_20260813
hold_rms_km,9.0,brandenburg_georef_rebuild_20260813
blind_median_km,11.064,brandenburg_georef_rebuild_20260813
blind_p75_km,13.256,brandenburg_georef_rebuild_20260813
blind_p90_km,17.223,brandenburg_georef_rebuild_20260813
blind_p95_km,18.973,brandenburg_georef_rebuild_20260813
blind_max_km,20.724,brandenburg_georef_rebuild_20260813
worst_zone,NW,brandenburg_georef_rebuild_20260813
worst_zone_median_km,11.265,brandenburg_georef_rebuild_20260813
folding,False,brandenburg_georef_rebuild_20260813
scale_ratio,1.0746,brandenburg_georef_rebuild_20260813
mean_pixel_scale_m,64.89,brandenburg_georef_rebuild_20260813
prime_meridian,FERRO_20W_OF_PARIS,brandenburg_georef_rebuild_20260813
prime_meridian_status,CORROBORATED_BY_MULTIPLE_OBSERVED_FEATURES,brandenburg_georef_rebuild_20260813
prime_meridian_next_best_km,1197.173,brandenburg_georef_rebuild_20260813
provisional_validation_p90_km,27.657,brandenburg_georef_rebuild_20260813
positional_uncertainty_km,17.228,brandenburg_georef_rebuild_20260813
top_degree_px,972.5,brandenburg_georef_rebuild_20260813
bottom_degree_px,1058.8,brandenburg_georef_rebuild_20260813
meridian_apex_lat,91.5,brandenburg_georef_rebuild_20260813
interior_graticule_lines,NO,brandenburg_georef_rebuild_20260813
blha_1145_result,ACQUIRED 7582x6436 CC0,brandenburg_georef_rebuild_20260813
blha_1132_result,"VERIFIED_AT_SOURCE, NO_DIGITISATION_OFFERED",brandenburg_georef_rebuild_20260813
blha_relation,"SAME_WORK, impression UNRESOLVED, counts as 1",brandenburg_georef_rebuild_20260813
blha_georef_status,NOT_ATTEMPTED (shortfall),brandenburg_georef_rebuild_20260813
political_documents_read,5,brandenburg_georef_rebuild_20260813
continuity_segments,6,brandenburg_georef_rebuild_20260813
continuity_segments_researched,6,brandenburg_georef_rebuild_20260813
continuity_result,CONTINUOUS on all six; the snapshot instant precedes every wartime change,brandenburg_georef_rebuild_20260813
digitisation_status,NOT_ATTEMPTED (shortfall),brandenburg_georef_rebuild_20260813
new_production_features,0,brandenburg_georef_rebuild_20260813
brandenburg_controlled,0,brandenburg_georef_rebuild_20260813
saxony_controlled,695,brandenburg_georef_rebuild_20260813
canonical_rows_before,1614,brandenburg_georef_rebuild_20260813
canonical_rows_after,1614,brandenburg_georef_rebuild_20260813
canonical_rows_changed,0,brandenburg_georef_rebuild_20260813
validation_pass,39/39,brandenburg_georef_rebuild_20260813
