metric,value,run_id
stage,MAPGEN-025,land_fragment_1756_20260815
base_commit_mapgen024,d78127dc3c3255133b009d5aacee58026d30290d,land_fragment_1756_20260815
outcome,FULL,land_fragment_1756_20260815
model_c_result,IMPLEMENTED,land_fragment_1756_20260815
baseline_source,reviews/MAPGEN-024/summary.csv (committed),land_fragment_1756_20260815
target_type_name,LAND_FRAGMENT,land_fragment_1756_20260815
identity_key,hex_id + historical_subject_id,land_fragment_1756_20260815
identity_algorithm,v1_sha1_hexid_pipe_subjectid,land_fragment_1756_20260815
scenario_schema_version_before,1.4.0,land_fragment_1756_20260815
scenario_schema_version_after,1.5.0,land_fragment_1756_20260815
hpg_schema_version,1.4.0,land_fragment_1756_20260815
physical_grid_changed,NO,land_fragment_1756_20260815
water_type_changed,NO,land_fragment_1756_20260815
terrain_changed,NO,land_fragment_1756_20260815
land_threshold,0.5,land_fragment_1756_20260815
cache_modified,NO,land_fragment_1756_20260815
cache_duplicate_handling,CONSUMER_SIDE_UNION_land_in_hexes,land_fragment_1756_20260815
unsafe_consumer_sites_found,2,land_fragment_1756_20260815
unsafe_consumer_sites_affecting_production,0,land_fragment_1756_20260815
mapgen024_gap_hexes,3014,land_fragment_1756_20260815
mapgen024_gap_km2,5644.3,land_fragment_1756_20260815
fragment_candidates,3015,land_fragment_1756_20260815
fragments_dropped_sliver,1,land_fragment_1756_20260815
land_fragment_rows,3014,land_fragment_1756_20260815
recovered_km2,5644.3,land_fragment_1756_20260815
unrecovered_gap,0,land_fragment_1756_20260815
mixed_fragments,456,land_fragment_1756_20260815
fragment_collisions,0,land_fragment_1756_20260815
hexes_with_multiple_fragments,0,land_fragment_1756_20260815
terrestrial_hex_rows_before,50564,land_fragment_1756_20260815
terrestrial_hex_rows_after,50564,land_fragment_1756_20260815
island_component_rows_before,1,land_fragment_1756_20260815
island_component_rows_after,1,land_fragment_1756_20260815
canonical_rows_before,50565,land_fragment_1756_20260815
canonical_rows_after,53579,land_fragment_1756_20260815
canonical_controlled_before,49496,land_fragment_1756_20260815
canonical_controlled_after,52510,land_fragment_1756_20260815
canonical_unresolved_before,1069,land_fragment_1756_20260815
canonical_unresolved_after,1069,land_fragment_1756_20260815
preview_fragments_drawn,3014,land_fragment_1756_20260815
preview_magenta_left,0,land_fragment_1756_20260815
malta_gozo_fragments,15,land_fragment_1756_20260815
validation_pass,44/44,land_fragment_1756_20260815
great_britain_gap,1094,land_fragment_1756_20260815
great_britain_fragments,1094,land_fragment_1756_20260815
great_britain_recovered_km2,2268.174,land_fragment_1756_20260815
great_britain_unrecovered,0,land_fragment_1756_20260815
ireland_gap,558,land_fragment_1756_20260815
ireland_fragments,558,land_fragment_1756_20260815
ireland_recovered_km2,1216.342,land_fragment_1756_20260815
ireland_unrecovered,0,land_fragment_1756_20260815
sicily_gap,128,land_fragment_1756_20260815
sicily_fragments,128,land_fragment_1756_20260815
sicily_recovered_km2,453.211,land_fragment_1756_20260815
sicily_unrecovered,0,land_fragment_1756_20260815
sardinia_gap,130,land_fragment_1756_20260815
sardinia_fragments,130,land_fragment_1756_20260815
sardinia_recovered_km2,463.509,land_fragment_1756_20260815
sardinia_unrecovered,0,land_fragment_1756_20260815
iceland_gap,1089,land_fragment_1756_20260815
iceland_fragments,1089,land_fragment_1756_20260815
iceland_recovered_km2,1187.027,land_fragment_1756_20260815
iceland_unrecovered,0,land_fragment_1756_20260815
malta_gap,9,land_fragment_1756_20260815
malta_fragments,9,land_fragment_1756_20260815
malta_recovered_km2,36.424,land_fragment_1756_20260815
malta_unrecovered,0,land_fragment_1756_20260815
gozo_gap,6,land_fragment_1756_20260815
gozo_fragments,6,land_fragment_1756_20260815
gozo_recovered_km2,19.589,land_fragment_1756_20260815
gozo_unrecovered,0,land_fragment_1756_20260815
