metric,value,run_id
outcome,FULL,vaugondy_portugal_1756_20260817
validation_pass,49/49,vaugondy_portugal_1756_20260817
mapgen027_outcome_restated,ACCEPTABLE,vaugondy_portugal_1756_20260817
base_commit,3a40f673da15518068a9ab16766bf30d9dfd6ad5,vaugondy_portugal_1756_20260817
positional_uncertainty_km,12.33,vaugondy_portugal_1756_20260817
mapgen026_uncertainty_km,34.61,vaugondy_portugal_1756_20260817
true_2d_points,42,vaugondy_portugal_1756_20260817
longitude_1d_constraints,56,vaugondy_portugal_1756_20260817
latitude_1d_constraints,48,vaugondy_portugal_1756_20260817
synthetic_graticule_intersections,0,vaugondy_portugal_1756_20260817
sheet_n_model,AFFINE,vaugondy_portugal_1756_20260817
sheet_s_model,PROJECTIVE,vaugondy_portugal_1756_20260817
seam_places,4,vaugondy_portugal_1756_20260817
seam_max_disagreement_km,8.14,vaugondy_portugal_1756_20260817
plate_meridian_west_deg,17.681961,vaugondy_portugal_1756_20260817
plate_meridian_minus_ferro_km,1.66,vaugondy_portugal_1756_20260817
compartments_total,41,vaugondy_portugal_1756_20260817
compartments_claimed,20,vaugondy_portugal_1756_20260817
compartments_refused_mixed,1,vaugondy_portugal_1756_20260817
raw_claim_km2_3857,114412.1,vaugondy_portugal_1756_20260817
safe_interior_v3_km2_3857,76604.3,vaugondy_portugal_1756_20260817
safe_interior_v2_km2_3857,5479.5,vaugondy_portugal_1756_20260817
v2_area_outside_v3_km2_3857,1321.1,vaugondy_portugal_1756_20260817
v2_feature_retained,YES,vaugondy_portugal_1756_20260817
portugal_controlled_before,124,vaugondy_portugal_1756_20260817
portugal_controlled,2727,vaugondy_portugal_1756_20260817
portugal_terrestrial_hexes,2724,vaugondy_portugal_1756_20260817
portugal_land_fragments,3,vaugondy_portugal_1756_20260817
spain_controlled_before,5431,vaugondy_portugal_1756_20260817
spain_controlled,5431,vaugondy_portugal_1756_20260817
rows_inserted,883,vaugondy_portugal_1756_20260817
rows_revised,1720,vaugondy_portugal_1756_20260817
rows_touched,2603,vaugondy_portugal_1756_20260817
canonical_rows_before,76576,vaugondy_portugal_1756_20260817
canonical_rows_after,77459,vaugondy_portugal_1756_20260817
review_package_canonical_copies,0,vaugondy_portugal_1756_20260817
run_id,vaugondy_portugal_1756_20260817,vaugondy_portugal_1756_20260817
review_package_bytes,1270362,vaugondy_portugal_1756_20260817
