metric,value,run_id
stage,MAPGEN-018R,brandenburg_georef_review_20260813
base_commit_mapgen018,56e8a3bb753abe6a592b4ada2808d64f40636cdf,brandenburg_georef_review_20260813
outcome,PARTIAL,brandenburg_georef_review_20260813
georeference_status,GEOREFERENCE_PROVISIONAL_RECONSTRUCTED_GRID,brandenburg_georef_review_20260813
reconstructed_grid_points,18,brandenburg_georef_review_20260813
production_gcps,0,brandenburg_georef_review_20260813
primitive_observations,9,brandenburg_georef_review_20260813
meridian_observations,6,brandenburg_georef_review_20260813
parallel_observations,3,brandenburg_georef_review_20260813
directly_observed_gcps,0,brandenburg_georef_review_20260813
independent_checks,5,brandenburg_georef_review_20260813
check_quadrants,"NE, SE, SW, centre",brandenburg_georef_review_20260813
independent_median_km,9.27,brandenburg_georef_review_20260813
independent_p90_km,27.66,brandenburg_georef_review_20260813
independent_p95_km,28.13,brandenburg_georef_review_20260813
independent_max_km,28.6,brandenburg_georef_review_20260813
prime_meridian,FERRO_20W_OF_PARIS,brandenburg_georef_review_20260813
prime_meridian_status,CORROBORATED_BY_MULTIPLE_INDEPENDENT_POINTS,brandenburg_georef_review_20260813
prime_meridian_next_best_km,1206.75,brandenburg_georef_review_20260813
mapgen018_uncertainty_km,9.282,brandenburg_georef_review_20260813
corrected_uncertainty_km,27.657,brandenburg_georef_review_20260813
reconstructed_grid_residual_m,60.1,brandenburg_georef_review_20260813
coverage_status,GEOREFERENCE_PROVISIONAL,brandenburg_georef_review_20260813
blha_1132_result,NOT_VERIFIED_AT_SOURCE (shortfall),brandenburg_georef_review_20260813
blha_1145_result,NOT_ACQUIRED (shortfall),brandenburg_georef_review_20260813
political_documents_read,0,brandenburg_georef_review_20260813
continuity_segments,6,brandenburg_georef_review_20260813
continuity_segments_researched,0,brandenburg_georef_review_20260813
new_production_features,0,brandenburg_georef_review_20260813
authorised_snapshot_features,0,brandenburg_georef_review_20260813
new_hex_membership_rows,0,brandenburg_georef_review_20260813
brandenburg_controlled,0,brandenburg_georef_review_20260813
brandenburg_unresolved,0,brandenburg_georef_review_20260813
saxony_controlled,695,brandenburg_georef_review_20260813
saxony_unresolved,731,brandenburg_georef_review_20260813
canonical_rows_before,1614,brandenburg_georef_review_20260813
canonical_rows_after,1614,brandenburg_georef_review_20260813
canonical_rows_changed,0,brandenburg_georef_review_20260813
validation_pass,28/28,brandenburg_georef_review_20260813
